*客户编码,*商品编码
0W50260459,4888407001
0W50260459,4888411001
0W50260459,4888419002
0W50260459,4888420002
0W50260459,4888392001
0W50260459,4888400002
0W50260459,4888627002
0W50260459,4888394001
0W50260459,4888395001
0W50260459,4888396001
0W50260459,4888399001
0W50260459,4888403002
0W50260459,4888404002
0W50260459,4893844001
0W50260459,4891618002
0W50260459,4888412002
0W50260456,4888415002
0W50260456,4888416002
0W50260456,4888414002
0W50260456,4891904002
0W50260456,4888409002
0W50260456,4888406001
0W50260456,4888408001
0W50260456,4888407001
0W50260456,4888386002
0W50260456,4888401002
0W50260456,4892810003
0W50260456,4888390001
0W50260456,4888400002
0W50260456,4888395001
0W50260456,4888394001
0W50260456,4888396001
0W50260456,4888404002
0W50260456,4888403002
0W50260456,4893844001
0W50260456,4891618002
0W50260449,4888387002
0W50260449,4888386002
0W50260449,4892810003
0W50260449,4888390001
0W50260449,4888389001
0W50260449,4888401002
0W50260449,4888406001
0W50260449,4888408001
0W50260449,4888407001
0W50260449,4888414002
0W50260449,4888392001
0W50260449,4888400002
0W50260449,4888627002
0W50260449,4888394001
0W50260449,4888396001
0W50260449,4888399001
0W50260449,4888403002
0W50260449,4888404002
0W50260449,4893844001
0W50260449,4891618002
0W50267994,4888409002
0W50267994,4891904002
0W50267994,4888408001
0W50267994,4888407001
0W50267994,4897117001
0W50267994,4888389001
0W50267994,4888390001
0W50267994,4888391001
0W50267994,4897115001
0W50267994,4892810003
0W50267994,4897114001
0W50267994,4888401002
0W50267994,4888386002
0W50267994,4888415002
0W50267994,4888416002
0W50267994,4888392001
0W50267994,4888400002
0W50267994,4888627002
0W50267994,4888399001
0W50267994,4888403002
0W50267994,4888404002
0W50267994,4893844001
0W50267994,4891618002
0W50267994,4888421002
0W50267994,4888413002
0W50267994,4888412002
0W50261513,4888409002
0W50261513,4891904002
0W50261513,4888410001
0W50261513,4888408001
0W50261513,4888401002
0W50261513,4888386002
0W50261513,4888415002
0W50261513,4888416002
0W50261513,4888414002
0W50261513,4892810003
0W50261513,4888389001
0W50261513,4888422002
0W50261513,4888392001
0W50261513,4888400002
0W50261513,4888627002
0W50261513,4888404002
0W50261513,4888403002
0W50261513,4888399001
0W50261513,4888395001
0W50261513,4888394001
0W50261513,4888396001
0W50261513,4893844001
0W50261513,4891618002
0W50261513,4888421002
0W50267402,4888408001
0W50267402,4888407001
0W50267402,4888406001
0W50267402,4888386002
0W50267402,4888414002
0W50267402,4888415002
0W50267402,4888416002
0W50267402,4888404002
0W50267402,4888394001
0W50267402,4893844001
0W50267402,4891618002
0W50267402,4888421002
0W50267402,4888413002
0W50267402,4888412002
0W50267993,4891904002
0W50267993,4888409002
0W50267993,4888406001
0W50267993,4888390001
0W50267993,4888389001
0W50267993,4888386002
0W50267993,4888417002
0W50267993,4888418002
0W50267993,4893180001
0W50267993,4893185001
0W50267993,4888395001
0W50267993,4888394001
0W50267993,4888396001
0W50267993,4891618002
0W50267993,4888412002
0W50267992,4888415002
0W50267992,4888416002
0W50267992,4888409002
0W50267992,4891904002
0W50267992,4890737001
0W50267992,4888411001
0W50267992,4888408001
0W50267992,4888407001
0W50267992,4888386002
0W50267992,4888401002
0W50267992,4897114001
0W50267992,4892810003
0W50267992,4897115001
0W50267992,4888390001
0W50267992,4888389001
0W50267992,4888391001
0W50267992,4897117001
0W50267992,4888417002
0W50267992,4888418002
0W50267992,4888392001
0W50267992,4888400002
0W50267992,4888627002
0W50267992,4888399001
0W50267992,4888404002
0W50267992,4888403002
0W50267992,4893844001
0W50267992,4888421002
0W50267992,4888412002
0W50267995,4891904002
0W50267995,4890737001
0W50267995,4888408001
0W50267995,4888407001
0W50267995,4897115001
0W50267995,4888390001
0W50267995,4888389001
0W50267995,4888401002
0W50267995,4888386002
0W50267995,4888415002
0W50267995,4888416002
0W50267995,4888400002
0W50267995,4888627002
0W50267995,4888403002
0W50267995,4888404002
0W50267995,4891618002
0W50269448,4888387002
0W50269448,4888417002
0W50269448,4888418002
0W50269448,4888415002
0W50269448,4888416002
0W50269448,4888389001
0W50269448,4888409002
0W50269448,4888419002
0W50269448,4888420002
0W50269448,4888390001
0W50269448,4891904002
0W50269448,4888411001
0W50269448,4890737001
0W50269448,4888401002
0W50269448,4892810003
0W50269448,4888406001
0W50269448,4888422002
0W50269448,4897425001
0W50269448,4897112001
0W50269448,4888408001
0W50269448,4897423001
0W50269448,4897424001
0W50269448,4897113001
0W50269448,4888407001
0W50269448,4897109001
0W50269448,4897110001
0W50269448,4897111001
0W50269448,4888391001
0W50269448,4888386002
0W50269448,4888414002
0W50269448,4891779001
0W50269448,4888392001
0W50269448,4888400002
0W50269448,4888627002
0W50269448,4888399001
0W50269448,4888395001
0W50269448,4888394001
0W50269448,4888396001
0W50269448,4888404002
0W50269448,4888403002
0W50269448,4893844001
0W50269448,4891618002
0W50269448,4888421002
0W50269448,4888413002
0W50269448,4888412002
0W50268001,4891618002
0W50268001,4888409002
0W50268001,4891904002
0W50268001,4888408001
0W50268001,4888407001
0W50268001,4888386002
0W50268001,4888401002
0W50268001,4897114001
0W50268001,4892810003
0W50268001,4897115001
0W50268001,4888389001
0W50268001,4888415002
0W50268001,4888416002
0W50268001,4888400002
0W50268001,4888404002
0W50268001,4888403002
0W50268001,4893844001
0W50268001,4888412002
0W50260458,4888415002
0W50260458,4888416002
0W50260458,4891618002
0W50260458,4888414002
0W50260458,4888386002
0W50260458,4888401002
0W50260458,4888407001
0W50260458,4892810003
0W50260458,4888390001
0W50260458,4888389001
0W50260458,4888395001
0W50260458,4888396001
0W50260458,4888399001
0W50260458,4888394001
0W50260458,4888408001
0W50260458,4888400002
0W50260458,4888627002
0W50260458,4888404002
0W50260458,4888403002
0W50260458,4893844001
0W50260453,4888386002
0W50260453,4891904002
0W50260453,4888409002
0W50260453,4888408001
0W50260453,4888407001
0W50260453,4888411001
0W50260453,4888401002
0W50260453,4888394001
0W50260453,4888399001
0W50260453,4888395001
0W50260453,4891618002
0W50260453,4888415002
0W50260453,4888416002
0W50260453,4888396001
0W50260453,4888389001
0W50260453,4888390001
0W50260453,4888392001
0W50260453,4888400002
0W50260453,4888403002
0W50260453,4888404002
0W50260453,4893844001
0W50260476,4888409002
0W50260476,4891904002
0W50260476,4888406001
0W50260476,4888408001
0W50260476,4888407001
0W50260476,4892810003
0W50260476,4888394001
0W50260476,4888396001
0W50260476,4888399001
0W50260476,4888395001
0W50260476,4888401002
0W50260476,4888386002
0W50260476,4888415002
0W50260476,4888416002
0W50260476,4891618002
0W50260476,4888414002
0W50260476,4888392001
0W50260476,4888400002
0W50260476,4888627002
0W50260476,4888404002
0W50260476,4888403002
0W50260476,4893844001
0W50260476,4888412002
0W50267999,4888387002
0W50267999,4888413002
0W50267999,4890737001
0W50267999,4888408001
0W50267999,4888407001
0W50267999,4888406001
0W50267999,4888409002
0W50267999,4888401002
0W50267999,4888415002
0W50267999,4888416002
0W50267999,4888414002
0W50267999,4892810003
0W50267999,4888394001
0W50267999,4888390001
0W50267999,4888389001
0W50267999,4888400002
0W50267999,4888627002
0W50267999,4888403002
0W50267999,4888404002
0W50267999,4893844001
0W50267999,4888412002
0W50267993,4888386002
0W50267993,4888390001
0W50267993,4888389001
0W50267993,4888394001
0W50267993,4891904002
0W50267993,4888409002
0W50267993,4888417002
0W50267993,4888418002
0W50267993,4891618002
0W50267993,4897115001
0W50267993,4888412002
